date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:31	788/788	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/blockquote6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:31	3574/3574	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/social_share6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:32	7983/7983	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/rkit_team6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:32	1013/1013	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/running_text6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:32	4582/4582	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/animated_heading6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:33	2827/2827	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/card_slider6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:33	1371/1371	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/accordion6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:33	5812/5812	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/testimonial_carousel6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:34	18437/18437	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/swiper-bundle.min6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:34	832/832	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/tabs6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:34	2669/2669	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/progress-bar6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:35	386/386	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/counter6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:35	1641/1641	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/countdown.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/countdown6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:35	7763/7763	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricelist.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/pricelist6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:36	1632/1632	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/advanced_heading.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/advanced_heading6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:36	2723/2723	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_comparison.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/image_comparison6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:36	2808/2808	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/postlist.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/css/postlist6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:37	72/72	---M--	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/assets/css/rtmicons.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/assets/css/rtmicons6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:37	20447/20447	---M-Z	200	added ('OK')	text/css	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/assets/css/rkit.css?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/assets/css/rkit6bc5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:37	989/989	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rtform_text.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rtform_text7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:38	2071/2071	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:38	698/698	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/spinner-loading.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/spinner-loading7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:38	200/200	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-button.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-button7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:39	1000/1000	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-select.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-select7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:39	1405/1405	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-radiobutton.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-radiobutton7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:39	1392/1392	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-checkbox.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/rform-checkbox7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:40	28336/28336	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Aug%202024%2011:02:24%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/intlTelInput.css?ver=1.2.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/romethemeform/widgets/assets/css/intlTelInput7359.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:41	5501/5501	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Aug%202024%2009:43:46%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/themes/hello-elementor/style.min.css?ver=3.1.1	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/themes/hello-elementor/style.minb12b.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:41	5146/5146	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Aug%202024%2009:43:46%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/themes/hello-elementor/theme.min.css?ver=3.1.1	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/themes/hello-elementor/theme.minb12b.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:41	7212/7212	---M-Z	200	added ('OK')	text/css	date:Mon,%2012%20Aug%202024%2009:43:46%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/themes/hello-elementor/header-footer.min.css?ver=3.1.1	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/themes/hello-elementor/header-footer.minb12b.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:42	60575/60575	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:11%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.25.10	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/css/frontend.min18be.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:42	14716/14716	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2008:33:33%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/uploads/sites/17/elementor/css/post-3.css?ver=1713774813	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/uploads/sites/17/elementor/css/post-3e12a.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:42	124992/124992	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Nov%202024%2015:40:45%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.3.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticonsd617.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:43	20021/20021	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:12%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.32.0	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min444a.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:43	16471/16471	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:12%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:43	10260/10260	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:11%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.10	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min18be.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:43	18468/18468	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:12%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.25.10	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/animations/animations.min18be.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:44	180711/180711	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Apr%202024%2008:09:07%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/uploads/sites/17/elementor/css/post-190.css?ver=1713946147	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/uploads/sites/17/elementor/css/post-19096b1.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:44	30299/30299	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Nov%202024%2015:40:45%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.3.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsived617.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:45	460543/460543	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Nov%202024%2015:40:46%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-stylesd617.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:45	58071/58071	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:12%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:46	669/669	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:12%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:46	677/677	---M-Z	200	added ('OK')	text/css	date:Sun,%2024%20Nov%202024%2019:00:12%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://gtkit.rometheme.pro/garmen/)
16:20:47	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2020%20Nov%202023%2003:57:27%20GMT	https://gtkit.rometheme.pro/garmen/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-includes/js/jquery/jquery.minf43b.js	(from https://gtkit.rometheme.pro/garmen/)
16:20:47	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Aug%202023%2008:01:47%20GMT	https://gtkit.rometheme.pro/garmen/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://gtkit.rometheme.pro/garmen/)
16:20:48	1429/1429	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Nov%202024%2011:24:36%20GMT	https://gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/card_slider.js?ver=1.5.2	C:/Users/SURES/Desktop/Sai%20Sports/Sai%20Sports/gtkit.rometheme.pro/garmen/wp-content/plugins/rometheme-for-elementor/widgets/assets/js/card_slider6bc5.js	(from https://gtkit.rometheme.pro/garmen/)
